날짜,기사 제목,매체 이름,링크
2025.10.31,삼성전자-엔비디아 맞손…세계 최대 'AI 팩토리' 청사진은?,뉴시스,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBGSFk3TUJEbzBzaTdXZ0gtbFZ4aERaUWhZOXpOODdncER1VzNSR3dKdDlxcjUtX05TQ0FTX00zXzVMdWlROHBHUTN1VkxtLWRvQ3NGb1oxZkxpTzdORnFVOdIBeEFVX3lxTE1kNmN2d0lJdE9ETmdwZkllejlMUmJqc3I2S1FIUDM2a0dvcnFKa29sTzNhUmdqWERueS00Nno4QVhCb29CN3NIVy1oTU9XQVgwNkhHM0lYMlRXLURva3hFckZHYnhONTB3dmtZOVZmQktsaGxuNHFWWA?oc=5
2025.10.31,"삼성전자, 엔비디아와 '세계 최대 AI 팩토리' 만든다 … 옴니버스 제조환경 구축",뉴데일리 경제,https://news.google.com/rss/articles/CBMie0FVX3lxTE1OM2kzenNscW0yOURKQWp1RU5DSVpiSDd0UlhfRlJPTlJORnJLRm12bVFWa0t4a0I2TEp0ekJZSTlQSm1qM3pyemNZWlU3WFNPeVR5d3hIWmdhcnVqRkhxZDgxS2ZUWVVydWk5dU1SbUl0Z2NHSVdMeTlsUQ?oc=5
2025.10.31,"삼성전자, 엔비디아에 차세대 HBM4 공급…기술경쟁력 회복",mt.co.kr,https://news.google.com/rss/articles/CBMibEFVX3lxTE1GLXBVbXpfZzN4UEN6ZE45czFsMVk5eDA3RnJiTXNxQmFpMWRfNnBqWVN4azk3dHQ2bHhOZ3I3eEpqRjNkRU9OQUhBbkpBbEtscjR5NlBSVmJtQVEybURfM291blh0ZXYxX0UtQg?oc=5
2025.10.31,'젠슨황 GPU' 5만장 따낸 삼성…AI공장 지어 '반도체 퀀텀점프' 노린다,노컷뉴스,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9zek9EMmdIQXZwY0V3UjlLRk9HU2YwelFjU25id1VWeEVqNFFzalc2N09PR09EclphV0xqYjNCclNsN3dYeEVJd1diNTBPbV95VlE?oc=5
2025.10.31,"삼성 파운드리, 엔비디아 칩 만든다…AI 공장·로보틱스도 '동맹'",매거진한경,https://news.google.com/rss/articles/CBMibEFVX3lxTFBrU01jcXJwRzhXV1dRaFFocFFqWWhoOGF3VF9wWmtFREpGdHgyNDZLOS1rR0tzTkJtQ3NKQWhZR09BTERqbXZ6Y2xQZUhqYWVzT0h0UXA3Snl1UXBrdFREYjJKRFFxVTR6ZDJMWQ?oc=5
2025.10.31,"삼성전자-엔비디아 '반도체 AI 팩토리' 공동 구축... ""GPU 5만개 도입""",디지털포스트(PC사랑),https://news.google.com/rss/articles/CBMia0FVX3lxTE4wNjBjQ3VVaW13SnNPY1liaDZ2Vk95UUhTeXZUWjV0NnNmZy1yZUpaYjZMd21yenZ2MzkyeTRqbERrVU1oQkt1bFJJM2thQ3doaFQ3MWltd1FpYlozYTI4ZWZlX1NkWVQwMUJF?oc=5
2025.10.31,"삼성전자, 엔비디아에 HBM·GDDR·SOCAMM 등 차세대 메모리·파운드리 서비스 공급",퍼블릭뉴스통신,https://news.google.com/rss/articles/CBMiakFVX3lxTFBVcVIxTXJOUkZ3NUFjaGsyVnpuTWRoUHRHalByQlNLMDVva3hxZnprbnJZRUUtR1dTbFlCUWRNaHduRjhESnJSdkN0WkV1Q01ENDZkbFRRdWt5ZkZkYmlwZEVVU21OYmJvdUE?oc=5
2025.10.31,"삼성전자, 엔비디아와 업계 최대 규모 ‘반도체 AI 팩토리’ 구축",인사이트코리아,https://news.google.com/rss/articles/CBMic0FVX3lxTE9GRmlvbUdEbndseUJxMXdNN0RkR0RGMGlWZkdpZFJRaDJpRXg5elVCdkpXbm9CT1cweVgzRXVtTV8ycFVycWlqTTcxRUpKeHRHRXA5MHBmUV8yWmR4NGktanBBVkVMbjV6NWo5MC1HRHIxeFXSAXdBVV95cUxOSW1wREE2Rm1KbnhSTS1rYkotYUZXNGFOVkgyWTFqWjFXUkN0Q3FXbVI2NEdwV3BHbGRXeXdPUzFaUFJxLTYyLTVFNEVvdGUzSHhwYkw4dUpBWHE3bGtnZ1dWUm05NU40RXFsbE5HTnVRNF9CZ0NyUQ?oc=5
2025.10.31,"삼성전자, 엔비디아와 세계 최대 ‘AI 팩토리’ 구축한다",쿠키뉴스,https://news.google.com/rss/articles/CBMiY0FVX3lxTE0tc3FQSWtaazdQTVQzVTRLZHVNTmNlYUh1MkNlTmNIaUZrYThSenBvUVNNdm5qS3RoMmUteVI2QlloRjd1TVBjajBHMzRTMEQ1TWtjdGNRNENncmNTX1I4bllfRQ?oc=5
2025.10.31,"삼성·SK하이닉스, 10조원 날개 단 韓 반도체 ""AI 슈퍼사이클""",현대경제신문,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1oZmRqWHpHWmwyMTFzYllZNWZkWWluekZkYmlnaFk3UW9QZmpRbm1FT0xUNFZnQ20zRUhTalVGZVMzZjVKbUYxU0xOWExiLUQ1M2ZZMFViU0Y5bnVYNmo2NmZaVHhIcmc?oc=5
2025.10.31,"삼성전자, 엔비디아와 업계 최고 수준 반도체 AI팩토리 구축",프라임경제,https://news.google.com/rss/articles/CBMiY0FVX3lxTE94eGlqOXJraExFNmZ0b1RsV1k4bWlSYXl5MFFwTjA2M3ZhbEtWMGlZbHo0RUkzMkRQYlNDeF9KSFlfX2lDNFc3blhhb3I1U1pYSGVEbVJraC0wUkhON2phV2VPbw?oc=5
2025.10.31,"[아침밥] KB증권 ""반도체 호황 삼성전자, 내년 영업익 82조 찍는다"" By MoneyS",Investing.com 한국어,https://news.google.com/rss/articles/CBMicEFVX3lxTE5hUU1CTXk2STRlTGFmdGtwbGVDeTNLQ05uUHNCeUhEODZud2x6Z2FKN2NlNzZRaW14NjJOeXVmMVpYbURsYjUyUjdzWEVBcnhXYUhPbnpJVENGaVVpanp5R0hrUTRMT3Z4QXgtRkRfak8?oc=5
2025.10.31,"삼성, ‘반도체 부활’ 신호탄 쐈다…“엔비디아에 HBM3E 공급, 증산도 검토중”",CEO스코어데일리,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5EYm1vTTJ2ZkExOEdhN1BLcVpqU3RfbFE0TDQzaURIMHFGZDZ3c05TclVYSTFzU0w1R3JqM2pRTVFQR19SWC1qckUyeW9sVno5N2tEYjhrNGFXaTlHWTVrOHhtelVYS1k?oc=5
2025.10.31,"삼성전자·엔비디아, 업계 최대 ‘반도체 AI 팩토리’ 구축…“25년 협력 결실”",대한경제,https://news.google.com/rss/articles/CBMidEFVX3lxTE1DNG5kYUJGMWtkSVFZSjc2aTBqR3JvMGhvSTZtUXhMcFl1WktHS2twY0FvUFRORFFGSjFZLUdZUXN2OTdYaU41UGp5NnVBUXFtRjdNR0RkX2JZUDg1d2NtOExTbGY4RVRXSm9KZlFILXpMZ1RP?oc=5
2025.10.31,"""괜히 팔았나"" 삼성전자 매물 쏟아졌는데…'놀라운 상황' [분석+]",한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1qdWJoaHhtb1BLWmd5NHpIX1pOVFEtQkVyZUUzbFRMZXJOUlZLYkswcUY2MjJOVWNNbUFSR1MxRGVER1c2VmREUjlfbWx6NjY3RXZsZ2tpdWJUZ9IBVEFVX3lxTE5NUGh2bnNialctbVd0aVdxdi1fSkJRVTMwRWNBaUFBaENUdnVpaThlVC03VlJJdFZHbl9qTVdycnkxU1R5NTdvbzVuODFmOFR1aEdPTg?oc=5
2025.10.31,"삼성전자·엔비디아, ‘반도체 AI 팩토리’ 구축… 글로벌 제조 패러다임 전환 이끈다",CNB뉴스,https://news.google.com/rss/articles/CBMiY0FVX3lxTE52UW15UFhJdEpReGREbnNLMThtaEc2ekdzaDlWM3V5bFJTbFN3T2wybTFISjBhdVNiMHFWczNBZFBMREZMc3UtN3pIYms5ZDlzN04zNi1YUnliQXRpMzVTcEpPaw?oc=5
2025.10.31,"유진證 ""삼성전자, D램 전 제품군 강한 수요…목표가 15만원""",연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9SclVnc0NoOVRvaDlKR0gtVUQ4YkJlckt4Ykowa0hwLXJrQWFmM2ZnY3RvLW5NQ0pOZVpqT1FyVEhuV1RRR1piSXNkbGI1WDRKLUtjZDhfN3pCNlnSAWBBVV95cUxNRzV2YzRuRDRDaWItWHZzbjlTbUQ0NDRyY1pEbVdlUmR2Smc4YW9ock5tRndzR2MwWHVSenN5TFBuakxpS3VfQnVpcHRvMlRWVXhqOWJ3My1MTUFGak5XYlE?oc=5
2025.10.31,"전영현 ""지금은 새 출발점…AI 혁신 이끄는 기업 돼야""",한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5KYnF5ZVdIcU1Cd1JmQVNkS1VxXzdxX1NSVmFvbTBHZGNySWRILTFZQ1UwdHdJOXNrY2xiYkpPMTNmLVBQbXFhdEdVVXlFM2dnVEY0VGxSLW5xQdIBVEFVX3lxTE9JTE9qdnRycDhOSWpNdTdzazdtbmctZGs3WXRtTV9mdXd1eFFlQk5xSmF1dmxEeFU5bm5HTV9hOEUxTGwyQ0E5T19wNTVRdEdIa1c4UQ?oc=5
2025.10.31,"삼성전자, 엔비디아에 HBM 공급…세계 최대 규모 'AI 팩토리' 구축 본격화",아이뉴스24,https://news.google.com/rss/articles/CBMiTEFVX3lxTE9MTk9DTVdxREhVbmpkMWZmS0l2VGE3VGxxcWh5ZWJWYW96MVkyeFBseUNJSml1MF9KdVdsNkZETjM2eDljaHp5bTFtTko?oc=5
2025.10.31,"삼성, 엔비디아와 함께 ‘반도체 AI 팩토리’ 구축…“25년 협력 결실”",CEO스코어데일리,https://news.google.com/rss/articles/CBMia0FVX3lxTE00d21fM3FFZlNtSFIxUldRbXhvdVlON0NQMkdFMUN6TTVDd3dySEJ6cHJsSGZpeUZlbzlneWx4enRhWDRQODk3bkVENUNVcVBlTk9QdzNTRVpjeS1xQzlYRXQ1QkVhVGlrWTBZ?oc=5
2025.10.31,"삼성전자, 엔비디아와 '반도체 AI 팩토리' 구축",라이센스뉴스,https://news.google.com/rss/articles/CBMia0FVX3lxTE1FSFBzV1pxR1dfOUwxY3ctdmMtbE1lQjkydl9GZ0JEM1lBTm9tYlMzRXhYRnFHelRUY21fOXo3aVlxbEh6TmtQOVEybG1zSmZhbzN4OFRSMTdjNFFMc0N0QTVZLUY3alg4di1F?oc=5
2025.10.31,"삼성전자, 엔비디아에 HBM4 공급 '눈앞'",한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5TRUVoNnJZSHpzbkktTkk5SUpGQkFnZGlXWFhyY1FrRkpTZzJ2SkFNc1BwZWhDRk12WDVJTUtxMTlQNzNHc2ZQV2dUMTMxNmxaYWxYRmZITUN2Z9IBVEFVX3lxTE9BSEoyN2ROUi1TUGs0Znp6YmNYYU5ET0FlejJCMTJSYjZlQ1BlT3d5aHVtQUdDUTYtUnBtTTROaXRYNElBRHJhaHYyUXNUSkktZVd6Xw?oc=5
2025.10.31,반도체 ‘명가’의 귀환 알린 삼성전자…HBM3E 납품 ‘공식화’,더퍼블릭,https://news.google.com/rss/articles/CBMia0FVX3lxTE5KSERfX1BlenZ6Y3oxS05STUl4bUpDeGh6REh0TXJtMXJTOGUxNWxNUWM2SWkyenpvRkN1RUJlNk5Fc0ZCNmxtTjNnSHVfOF9zNWNLazZPRTc1eXY1T01yNVNTamt0NkVvRFRn0gFvQVVfeXFMUGNMRF9RZldVNEpVRGZyeld2OVRUWEdLUGYzalRoZUJQdmh5bVM0bERtYkFya2RNZ01TNGZGYmQzOHlLU0owY2RSaHFCX1hsRTFEbFBYRFNFcHNEblRFS2lIcWFyejZPaXJBTXBDb1BZ?oc=5
2025.10.31,"삼성전자, 엔비디아와 전략적 협업…세계 최대 규모 AI팩토리 구축",연합뉴스TV,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9NRmlyeHlGaXkwTTNUV0NFR2VBV0hpSXVxZXJ5REQwQlZkUjhUTEJSNUthTVNGY1Q3Z2g4eUtvWUVFOG9NQjczTWtnb1NMdTM3d0dCOEFDaktGTFgtMjdndDlESVc?oc=5
2025.10.31,"젠슨 황 ""삼성은 세계 최고, 엔비디아 '로봇칩' 전부 생산할 것""",한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5HLW1vSExpZmdCamU1Y3dyb0JMNmFwQl9IS2JGRWtDMXR3aXRIQzhOM1hNbU1raFlrR2M4MzdtNmFPdVFRT2c5SUFhd0t3UDBRdHpRWHZpdllvd9IBVEFVX3lxTE83QXQ1WmJFSVpvTFdfbXo0UVh5ZnJUVjJOS0FFdHY1TTRZZWFNN1hhNmdDUGx1enJZZDBid0ZJVTRNcTgwb2tZVnlRZ21TNDhkUW1sTw?oc=5
2025.10.31,"전영현 삼성전자 부회장 ""기술과 품질 경쟁력 회복 집중""",디지털투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTFBzUkY5X193aWtFa19HQnpDT1dZWHBLR2dQVldGS293cnpDcUtibDVGYVBqN3F3N1Y4NUFNbjlJOEk0RzVPekE5amxJeUpUZy0tMVNEUXZFdURleTRHRDRYSXBLODE4YmxHdEpSTV80a2FOZzg?oc=5
2025.10.31,10조 클럽 복귀 삼성전자 “HBM3E 엔비디아 납품”,동아일보,https://news.google.com/rss/articles/CBMidkFVX3lxTE1DY2dWSU16TjV4Rjl4Q3YySkVkZUgxQWtvX3NfU3lVRWRSMlI5bTBMZzBuS0FjZVlkRUFDMG9nTDdHdDR4RHlMVlEtTDhGeGw2NXZUbXU4elRRV1ZLLWxVeHJuOUluWkJENXJXcUJ4V0w3WGo1SkHSAWZBVV95cUxQT2trRE9fQlN6WXhZcHAySF9MZDRKQW9uU01iczhpR2Nhalp6Nk04NGc5em1YakxVVzJPZzEydjZZZV9vRFJMT2JMSTVGVnhSVjFmUkhkZzdFRzEwSFJ2UDFCYnJaekE?oc=5
2025.10.31,"삼성전자, 엔비디아 GPU 5만개로 ‘반도체 AI 공장’ 세운다",Joseilbo.com,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBETVY2Wk1rX2JxTHVrNW1OTHhDNk9tTnNUbXFiMUpTb19RdkUyVzJiM0V3UF9odEJ6aDc0RXFOTS1oSmJkNURjcC1vSmxVWC1XTmJJZ1VQVDd6TTYtV3ZB?oc=5
2025.10.31,"삼성전자, 엔비디아와 AI 팩토리 구축 협력…GPU·플랫폼 받고 메모리·6G 주고",전기신문,https://news.google.com/rss/articles/CBMibEFVX3lxTE5PTlE3RzQ3b3hIYm5sRzNtN0t6bmNaZnJ0c1FuSVI1NEdpLVhsS1E3ZjhiSndDRjNzRDdRMERFcDVGQXZZMnZUcm5NcXRreVI0MlJDSWNuWHJROGdTQXl3ODZVMlJEUGtFNWxketIBcEFVX3lxTE5iUEVlcEp2MV9aM0pDYnN6ZEE2d3pianMwTnQ2TWZMX0kxUGozV0M4aGlVZzBxUFZrdnVxUzJwY09zUnlITjdPSEUwZ0lJamFvLUgwa0hZZzFWSEhtRlNZcV9LQU01Y0U3dndlTjA5TGw?oc=5
2025.10.31,"“엔비디아 수주로 길 열렸다”…삼성전자, AI 반도체의 심장으로 복귀",코리아포스트 한글판,https://news.google.com/rss/articles/CBMibkFVX3lxTFBfZ0dSczZNdGNCZU9pTG1uM1VSV0hMa1VZbWFtNjJVTlRxczhwZmxoVFcybGJpR1JUUFg3YkVWSmpvSWtBRC1PbmFnTV9qLTFIeklwV1NwaVJiU3VZTGpyMnYwcmFHYWxzZU9FdTdR?oc=5
2025.11.01,"젠슨 황 ""삼성·SK하이닉스와 HBM97까지 함께 개발""",디일렉,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBkWHVfRHFna292UWlWSUlBN09qRTM1T3hPbFFueGlEcU9ROHJ4c29pakdzTGd4TFpHeDZ1anpFZ1huTi0ySGo3bGppLTBScHJCbEozRzNyTUJtWFhOdG1sclRGcjBBZw?oc=5
2025.11.01,"삼성전자, 엔비디아와 함께 ‘업계 최고 수준 반도체 AI 팩토리’ 구축",드론매거진 뉴스,https://news.google.com/rss/articles/CBMiZEFVX3lxTE4yYlBQWXNKbVNsQ3EyU0NET3BLR3YxalRzVDVOak8tbFpYTEd2OGtITnM0cm1uRWdBNnFUNkxMTkQtcVZqTnVDT0RmTGNrTWlQVDZ2bjZ4YnBMcDZhSHh1MzNOQmw?oc=5
2025.11.01,"엔비디아 AI 독주, '삼성전자 HBM' 날개 단 K-반도체 운명은?",코리아비즈니스리뷰,https://news.google.com/rss/articles/CBMidEFVX3lxTFBSQUtrSjllQmszNWhMV0h0SjRoV1dROXJqdHNlR3BrNG1uV3ZzYzdyTWhBeGZ6YW9Pa1RjNHBDOWROMDBMRlZ4S3BRS2FaMTJtQk1vejFkSWQ5Skk3eU1INS11Tjl6VmtZUVRuMzdOUGZNUktI?oc=5
2025.11.01,"삼성전자, 4분기 더 오른다…반도체 사이클 턴어라운드 진입",핀포인트뉴스,https://news.google.com/rss/articles/CBMic0FVX3lxTE1RV3JHbnR0MTM4V1NFSGtncTlDckFIM0NGcDdtZnN6eGdiTmtSc3B1cVdheThXdFZfMFAzUjZfZWhvSWU3dGxxVXFLX0xKVlpKOFZSaFlNOTZaUzY0SklLNWpKci1XeGxrbVcyZFUwY1BjRDDSAXdBVV95cUxOVWFiZEoxV21NN05HTG9jNWtGLUNoZklWLWNFXzFuUHZHQnlZcE5OWFJuaTVJVjl4Y1pGNDEtQ2RkdzRDYjN0dkVuMGtYNUtxajRXM29TbmxaWFFSQklwZkl3OGFlOHZpOXMtb0xVbTZ2bDVULWlyZw?oc=5
2025.11.01,"[실적 후]삼성전자, 반도체 중심 실적 개선 가속 전망... 목표가 '줄상향'",인포스탁데일리,https://news.google.com/rss/articles/CBMidkFVX3lxTE81YWJ5cHptNm03QWJrWXBkZk1kd0NDNUM0UlhFb2ZJQmdJbFpVbk5FUG1HR2pWbXlVV1RGODlDX0xubVF0SVc0d1Z6UThWdGdVZXZ2MzUwQUxNZktoUTVIdHBlaDR3cXJwZHZtNDk3YjA0SUdRX2c?oc=5
2025.11.01,범용 D램 가격 7개월 연속 상승…SK하이닉스·삼성전자 가격 인상,sedaily.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTFB2VE84VlFuWUt4RWNzRF8xVllvbDJfblBRZ3R6ZHZyQUhhekJNMnF5Ti14OFo0MDdyYlk1a2ptUHBjWjVwTjhlR2x5OHkzcTQ?oc=5
2025.11.01,[김다경의 전자사전] AI가 다시 쓰는 반도체 사이클…슈퍼사이클의 문이 열렸다,이코노믹데일리,https://news.google.com/rss/articles/CBMiYEFVX3lxTE8wOGdOS1R4Nk1aWTlPXzNSdkpzRmRFWGZUb1F5NU1TTGstcTZmdTFoQ3lUTFNDVkRIeHVDZzFQeG1rMlduUjV4ellmajRucE13R2Nld0RqZkpMOXNuR21jc9IBXEFVX3lxTE14VnFpVjdvdFJ6aFhnMzJ5OXVMQ1dteHZnS0NfdzV4SFp0SU0yUzlQblhhVms5dldaOFM2Y2lCZ05UQjF5S3pEX05JTm1fel9vbDVXNlJxdjByeTk2?oc=5
2025.11.01,"삼성전자, 엔비디아와 ‘반도체 특화 AI 팩토리’ 본격 구축",지피코리아,https://news.google.com/rss/articles/CBMiakFVX3lxTE9UbWgwYXNITGFzbGVzeWlEdVp1WElRc2E0al9DSW84M1laalptb3BsSGh1RmFEQUF3bURsTld1VGZDOEtIMGF4TmZNVFNEc3p4VUc3TFJ6VWtwSjVkaDZxYkxvUHNUT2VlYmfSAW5BVV95cUxQTVNhZldRbHVPZG9KUW1yYmMtRTNEWGg5Nm92VHotMWs2QUI1aW80cHZvdWpNREtnc2xDWGpqd1BhUlFGZHJOdVpBa09NTXFxaF9PSGtFaWpzWnFocnAwcGV2X05lRDFVaEFHNWM1dw?oc=5
2025.11.01,"[진단] 삼성전자, 3Q 실적 탄탄대로… HBM4로 ‘AI 초격차’ 굳혀",이코노미톡뉴스,https://news.google.com/rss/articles/CBMibEFVX3lxTE1TdkV2X2NqUDlGZGd6Q2NhQ0ZqSTdUVEt5LTVuMlVYN1hPRXM3Ui0tdUdXTUdsTFRVOEJfSmcwWG5nVlNhOGt2YkhMSlE3UEhRd1c0X2RoQWxhQlUzLU1TUTFndkZRdlhoeHVNbg?oc=5
2025.11.01,"삼성전자-엔비디아, 깐부회동 다음날 세계 최대 '반도체 AI 팩토리' 발표",게임톡,https://news.google.com/rss/articles/CBMibEFVX3lxTE4xU3I3V25JYXMzdnRQSUl3X3dJNFhXaXp0aTk2LWtvTUY4Qk56aHRHeDBJc0RtRURiZmhJOXBjYlUxNjRuRl82b1pCckdDR1pQNE5qbHRZeHZVSHVWelFEeXJaTS1hTjBjV1FXeQ?oc=5
2025.11.02,"""GPU? 다시 메모리 시대…삼성·하닉 사이클 반도 안왔다""",중앙일보,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBfWUtmMkRyT2pJM3B4WE1iSTI4S1lGWC04MlFKSUM1LUY3RTZVejBTT2FUbDgwWm1CZDBQTWlfX2JhWk5ibG1nOTJfUW1TLUJtSXN5THVB?oc=5
2025.11.02,"""반도체 호황 내후년까지…삼성전자 상승세 더 가팔라질 것""",한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5wd3FpQ1ZKZzd4QzJkM3c1elRGenpaTnAzeXlLNzB3Nnp3Y3R4amtkWm1uUEltTXBIUU9UdGswRjl3a2pMM3lLSjdMc1VwVVpRX19kNm1HcTRrZ9IBVEFVX3lxTE54REh6ZFB4YUVFZ0FSMHJMQmRRTnNZUWNCM0FYLWcxdUlubDZodWhERmhpZjB5M0J1TlpDNDdra2tMRkh0SnFoZy1mVWhRTFZIdGtsUQ?oc=5
2025.11.02,[칩톡]'반전' 넘은 삼성 파운드리…메모리·비메모리 시너지 승부수,아시아경제,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5LUzU5WXI2ZWlMUEN0TFUxN1BHWmVGLWYtRU1wNlhNVjd2bTdDOVFjeGNsZDlSeVlab1NJMFo5UTZjTVRnclNwOFJTVDNTWlR2MFdhSWRLYk4xU1U2cXo5eQ?oc=5
2025.11.02,"[APEC 결산]삼성·하이닉스, 엔비디아와 전방위 'AI 반도체 동맹'",전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTFB4WkxQWjliNndKT2lHTjA0dmlxYkI2VVhrSldkVWpKX1dCaU5mcWI4ckFCUzBiZjVtaDJ0a0JGNU03ZjZvRDhySEV3QkFOUQ?oc=5
2025.11.02,"삼성전자, 엔비디아와 ‘반도체 AI 팩토리’ 구축 맞손",중부일보,https://news.google.com/rss/articles/CBMib0FVX3lxTE1KQ3pMc2lXaktHMWs2WnJfVmtCMlp6UXlpWV9CM0VyVUVETkU0c01CQ2h2LTZ6OUV2Y1lZWlJqS2R5RlJ5bGV0V1lPVWg5bmxCd3Q0dU1IVUtRcnBaM1lsT1MwZkVzR0ZVVWtwNDR2cw?oc=5
2025.11.02,"상승곡선 그리는 삼성전자, 투자·신제품으로 흐름 이어간다",굿모닝경제,https://news.google.com/rss/articles/CBMibEFVX3lxTE5xamVaRTctb1Y5dF9lYTFnNUI3eTJPdGZVODlteWo1QzFHLUxOVjQ0b2RPTU0zc2FfekdqbjZyeEtjZksxbGctNlJtUHAyLVY2RURyX2NyUEJIejNybmljdVRNeEF0Y3JxNmFVZA?oc=5
2025.11.02,"[반차장보고서] 삼성-엔비디아, 초대형 AI 팩토리 손잡았다…`AI 주도권` 재편 신호탄",디지털데일리,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1WZy1sVFJxQUk5dE51Ym81MjdqcXQ1NXdtTDRMSzY1VTBYWndJZEV1SDJ0RXRNRF9xeHY5ajJUZVhCdFJ6VFNuT08ycHAyOTVIcEp1bVREeUkyUmhMOHdtalhn?oc=5
2025.11.02,"외인은 삼전, 개인은 하이닉스…지금 올라타도 될까",마켓인,https://news.google.com/rss/articles/CBMic0FVX3lxTE42UDk3aFFsUjk1TkZITUdFX1F4Um9wdFQxRldZQ09vTXJtTFBTQ2otMEprU28wa1ZlZFlHZHBjN0JvUmhyLW1UZnNuaU9JbmExcEFKUmtDWFVzbkM1Y1g0dE9kbFY2QkNvel9GMTZfYXhqZ2c?oc=5
2025.11.02,삼성전자 쓸어담은 국민연금…우량 대형주 집중전략 통했다,한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5kUVFEWWxSeF9LdVAwR09zQ2hGanNVbEl4d3NmRG44eTVVdzJfYmRsZG52T1V2V1VwY2FyZkhlVXVaQmhzRk5veGs0RDlKdFZUUWNrMWNERlRGUdIBVEFVX3lxTFB3M1ByMlc3Y3hQak9rLWJ6UElxeW00bnVxVTJpNTJMVmpOZUNZbkNsRDVnZlljRVhUNTVaTEdub2sxQjZUakxQdFRabUFGWHoyUG9XcQ?oc=5
2025.11.02,"""내 생애 이런 순간을 보게 될 지 몰랐다"" APEC·젠슨 황 효과…韓 AI·반도체·미래차 질주",네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE5QRXZHdkVQaEdUNHVqTEt1d3NQQ2FidXp6TFRGVEQyRXByMWVDYWEyV3pwR1pXWkdvZWs2ODBIal9tSlk5NzVuMEt4Y2p5SFoyUG53?oc=5
2025.11.02,"삼성·엔비디아, ‘반도체 AI 팩토리’로 제조 패러다임 바꾼다",환경일보,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9JbWF2cTJpdGZPcmQ1VzlidmNuQ0lmNXJvMWVvLWV3cnZiSU5YSUNTSzBWS3ltN0VvSkJFTUUyNFhmSmxMQUhWUnJyRjhfM2I0YVQyNEh6RHFTUXotVzRCX3JRMlpIUXlk?oc=5
2025.11.03,"삼성전자, HBM4용 '1c D램' 개발팀에 보너스 지급",디일렉,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1ibDFsdnJvZnRMelZEdEItQzc1UkdmY2s1TnZUYWVvTXBfTWF6MlNjM19ORFlBLVRSeHJmYzNmUEdHVXAySFJqT1JRQ3RGZFgwVHE2MUdMYUd6MEFIeVRVbXNDdzNBZw?oc=5
2025.11.03,"대만언론 ""삼성전자 SK하이닉스 D램 공급가격 논의 중단"", 1개월 만에 가격 2배로 상승",비즈니스포스트,https://news.google.com/rss/articles/CBMic0FVX3lxTE5JVnVmWTBHZW1vTDY0elZ6dU1aeXZLdzR0YS1qVnEtdjVleW9NQVhRdE5NZW9QVEQ5V2x1d05DaVpiaVFMU2VmWVRUd29jaEFLTnNmSFFrWTZBR3Awd3ZSMVFOYUZaSVlGQXJmblljcW5sR00?oc=5
2025.11.03,[이재용 취임 3주년 ③] 삼성 반도체 부활…'10조 클럽' 복귀,프라임경제,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBqWTVfSDJKeTFqdEFLYnVhWVhjcTllUXdMcjcwd1pSRnVsdnBpWjNFLVFPaUVUMjBsdFFoVDNoME9jdUJrWU1QX2FIWUltLVlxb0xFZkpiWDF2RmcyZXpzRFVkbDVxQQ?oc=5
